title,year,genres,cast,synopsis
The Book Thief,2013.0,['Drama'],,"En Allemagne, sous le IIIe Reich, alors que les nazis multiplient les autodafés, Max Vanderburg, un jeune juif esseulé, trouve refuge auprès de Hans et Rosa Hubermann, qui vivent dans les environs de Munich, tout près du camp de Dachau. La jeune Liesel, dont la mère ne peut s'occuper, est elle-même élevée par le couple. Elle se prend d'affection pour le jeune homme. Celui-ci est contraint de rester caché dans la cave et ne doit surtout pas sortir sous peine d'être arrêté et envoyé dans les camps. Pour le distraire, Liesel, passionnée de lecture, se met à voler des livres. Mais rapidement, l'étau se resserre autour de la famille…"
Sex Drive,2008.0,"['Comedy', 'Adventure', 'Romance']",,"Ian, adolescent réservé vivant à Chicago, fatigué d'accumuler les râteaux, décide de tenter sa chance sur le net. Il y fait la rencontre d'une créature de rêve qui lui donne rendez-vous à Knoxville pour une nuit de débauche. Sur les mauvais conseils de John, son pote de toujours, et de Félicia, sa meilleure amie, Ian ""emprunte"" la voiture de Rex, son psychopathe de frère et les embarque dans une folle virée à travers les Etats-Unis..."
Leap Year,2010.0,"['Romance', 'Comedy']",,"Anna habite Boston avec son petit ami Jeremy. Tout lui réussit. Il ne lui manque plus qu’une seule chose : une bague de fiançailles… Lassée d’attendre la demande, elle décide de s’envoler pour l’Irlande afin de retrouver Jeremy et le demander en mariage le 29 février comme l’autorise une tradition locale. Mais son avion est détourné et il va lui falloir traverser tout le pays. Son voyage sera mouvementé et une rencontre va bouleverser son projet…"
The Fall of the Roman Empire,1964.0,"['Drama', 'History']",,"Deux frères ennemis se disputent le pouvoir : le tyran instable Commode et le général Livius, digne disciple de Marc-Aurèle (père de Commode) et désireux de faire de Rome un empire résistant à la misère et aux invasions barbares. Le règne de Commode précipite Rome dans la décadence."
Take Me Home Tonight,2011.0,"['Comedy', 'Drama', 'Romance']",,"1988. Matt Franklin est un jeune diplômé à la Massachusetts Institute of Technology qui peine à trouver sa voie et travaille dans un magasin de détail spécialisé dans la vidéo. Un jour, Tori Frederking, la fille dont il était amoureux au lycée, passe par hasard au magasin. Lorsqu'elle lui demande ce qu'il fait de sa vie, il répond qu'il est banquier chez Goldman Sachs. Tori invite Matt à une fête organisée à l'occasion de la Fête du Travail par Kyle qui se trouve être le petit ami de Wendy, la soeur jumelle de Matt. Pendant ce temps, Barry, vendeur d'automobiles et meilleur ami de Matt, se fait licencier. Lors de cette nuit, les trois protagonistes vont être confrontés aux différentes facettes de leur nouvelle vie d'adulte."
Won't Back Down,2012.0,['Drama'],,"Envers et contre tous, une mère et une enseignante s’unissent pour changer la situation de l’école de leurs enfants. Un combat de chaque instant s’engage pour permettre aux professeurs comme aux élèves de retrouver les valeurs de l’école et de l’éducation face à une bureaucratie puissante, mais démissionnaire. Il est temps pour elles de prendre tous les risques et de se battre pour assurer le futur de leurs enfants."
The Nutcracker,1993.0,"['Family', 'Fantasy', 'Music']",,"La veille de Noël, une petite fille s'endort et se retrouve dans un monde fantastique où les jouets prennent vie. Elle rencontre un prince casse-noisette qui la protègera du roi des souris."
Kansas City,1996.0,"['Thriller', 'Drama', 'Music', 'Crime']",,"Evocation de Kansas City, ville de tous les dangers, dans les années trente à travers les aventures d'une jeune télégraphiste qui kidnappe la femme d'un homme politique influent afin d'obtenir la libération de l'homme qu'elle aime, petit malfrat tombé dans les griffes des gangsters."
Indignation,2016.0,['Drama'],,"En 1951, Marcus quitte son New Jersey natal pour aller étudier dans une université conservatrice de l'Ohio, où il fait face à la répression sexuelle et l'antisémitisme."
The Amityville Horror,2005.0,"['Horror', 'Thriller', 'Drama']",,"La nuit du 13 novembre 1974, le commissariat du Comté de Suffolk reçut un appel affolé,en provenance de la communauté d'Amityville. Un spectacle d'horreur attendait les policiers dans la résidence du 112 Ocean avenue : six membres d'une même famille avaient été massacrés dans leur lit, à coups de fusil. L'auteur du crime, Ronald DeFeo Jr., passa rapidement aux aveux. Il déclara avoir tué son père, sa mère et ses quatre frères et soeurs après avoir entendu des ""voix"" émanant des profondeurs de la maison, qui l'auraient envoûté et obligé à commettre un carnage.Un an plus tard, George et Kathy Lutz emménagent avec leurs trois enfants dans la maison d'Amityville, convaincus d'avoir trouvé la résidence de leurs rêves. Mais des événements bizarres et inexplicables - des voix, des visions cauchemardesques, une obscure et maléfique présence - ne tardent pas à troubler leur quotidien..."
Adaptation.,2002.0,"['Comedy', 'Crime', 'Drama']",,"Le scénariste Charlie Kaufman est rongé par le doute. Engagé pour adapter à l'écran un livre tiré de la vie de John Laroche, chasseur et trafiquant d'orchidées dans les Everglades, il est totalement bloqué. Comme Susan Orlean, la brillante journaliste new-yorkaise qui a rédigé le roman, Charlie est incapable de vivre une véritable histoire d'amour. Donald, son frère jumeau, aggrave la situation : non seulement, il réussit sans peine comme scénariste, mais il remporte également un franc succès auprès des femmes, ce qui n'est pas le cas de Charlie. Un jour, ce dernier croit avoir trouvé une solution : il va utiliser ses problèmes personnels comme base d'un scénario sur Laroche et Susan Orlean. Mais alors que l'inspiration vient et que l'histoire prend forme, Charlie va déclencher une série d'évènements qui vont bouleverser la vie de tous les protagonistes."
Land of the Dead,2005.0,['Horror'],,"Dans un avenir pas si lointain, une poignée de survivants barricadés dans une ville bunker vit encore dans le souvenir de l'ancien monde... Des zombies, qui désormais pensent et communiquent, s'organisent pour prendre d'assaut la ville bunker. Kaufman, autoproclamé chef des vivants, engage un commando de mercenaires pour contrer les attaques de ces morts-vivants d'un genre nouveau..."
Out of Inferno,2013.0,['Action'],,"Un building de 75 étages. Une simple négligence.  Des milliers de personnes prises au piège par l’incendie le plus dévastateur de la décennie.  Seul rempart contre les flammes, une escouade de soldats du feu surentraînée et prête à tout pour intervenir. Objectif : sauver le maximum de vies."
Fear and Loathing in Las Vegas,1998.0,"['Adventure', 'Drama', 'Comedy']",,"À travers l'épopée à la fois comique et horrible vers Las Vegas du journaliste Raoul Duke et de son énorme avocat, le Dr. Gonzo, évocation caustique et brillante de l'année 1971 aux États-Unis, pendant laquelle les espoirs des années soixante et le fameux rêve américain furent balayés pour laisser la place à un cynisme plus politiquement correct."
The Invention of Lying,2009.0,"['Comedy', 'Romance', 'Fantasy']",,"Dans un monde parallèle, les mensonges – le concept même de mentir – n'existent pas. Pour les hommes politiques ou les publicitaires, comme pour monsieur et madame Tout-le-Monde, il n'y a pas d'alternative : toute vérité est bonne à dire, encore et toujours, avec les conséquences que cela engendre... jusqu'au jour où Mark Bellison (Gervais), un pauvre bougre à qui la vie ne sourit guère, developpe soudain le pouvoir inconnu de “dire ce qui n'est pas”. Il va vite se rendre compte que la malhonnêteté réserve un tas de bonnes surprises et, dans un monde où la parole a toujours été garante de vérité absolue, sa nouvelle aptitude lui assure une ascension fulgurante. Un mensonge en appelle un autre et leur prolifération s'accélère, mais Mark réalise que même ses histoires les plus invraisemblables sont reçues comme parole d'évangile. Alors que le monde entier est pendu à ses lèvres, la seule qui resiste encore à ses bobards est aussi celle dont il souhaite conquérir le cœur..."
Neighbors,2014.0,['Comedy'],,"Un jeune couple avec un bébé se voit contraint de faire face suite aux difficultés rencontrées avec leurs voisins, membres d'une maison de fraternité"
The Mask,1994.0,"['Romance', 'Comedy', 'Crime', 'Fantasy']",,"Stanley Ipkiss, modeste employé de banque, passionné par l’univers de Tex Avery, trouve un masque ancien aux pouvoirs surnaturels. Il est néanmoins partagé entre devenir cette créature verte sûre d’elle ou rester le timide Stanley Ipkiss, incapable d’aborder la magnifique chanteuse de cabaret Tina Carlyle."
Big,1988.0,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",,"Josh Baskin fait le vœu de grandir. Le lendemain il se réveille avec le corps d'un adulte alors qu'à l'intérieur, il est encore un enfant. Travail, argent, amour, il se retrouve vite confronté au monde adulte."
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0,['Comedy'],,"Borat, reporter kazakh, est envoyé aux États-Unis par la télévision de son pays pour y tourner un reportage sur le mode de vie de cette nation vénérée comme un modèle. Au cours de son périple, il rencontre de vraies personnes dans des situations authentiques, avec les conséquences les plus incroyables. Son comportement à contre-courant provoque les réactions les plus diverses, et révèle les préjugés et les dessous de la société américaine. Aucun sujet n'échappera à sa soif d'apprendre, même les plus extrêmes. Un vrai choc des cultures…"
Legally Blonde,2001.0,['Comedy'],,"Elle Woods ne se contente pas d'être une vraie blonde au sourire éclatant et au look d'enfer. Élève surdouée, elle préside avec brio une association étudiante au lycée de Los Angeles et a tous les atouts pour réussir dans la vie. Son cœur appartient tout entier à son petit ami, Warner, le garçon le plus mignon de l'école. Malheureusement, les ambitions politiques de son fiancé - un fauteuil de sénateur avant la trentaine - s'accommodent mal d'une compagne blonde (c'est-à-dire fatalement écervelée, narcissique et débile). C'est ainsi qu'un triste soir, Elle se voit larguée par l'homme de sa vie. Malgré cette rupture soudaine et inattendue, celle-ci est bien décidée à prouver ses capacités et s'inscrit en droit à Harvard pour faire la conquête de la plus prestigieuse université américaine."
Star Trek III: The Search for Spock,1984.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,"Le capitaine Kirk et son équipage volent l'USS Enterprise pour tenter de récupérer le corps de Spock, qui s'est sacrifié lors du combat contre Khan."
The Exorcism of Emily Rose,2005.0,"['Crime', 'Drama', 'Horror', 'Thriller']",,"Lorsque Emily Rose quitte sa province, c'est pour aller étudier à l'université. Une nuit, seule dans sa chambre d'étudiante, elle est la proie d'hallucinations et d'une rencontre surnaturelle qui la laissera épouvantée. Convaincue qu'elle est harcelée par les forces démoniaques, Emily sombre peu à peu, victime de symptômes de plus en plus spectaculaires. Perdue et terrifiée, Emily demande au prêtre de sa paroisse, le père Richard Moore, de l'exorciser...Au terme du combat contre sa possession, la jeune fille trouve la mort. Accusé d'homicide par imprudence, le père Moore se retrouve au cœur d'un procès qui va ébranler les convictions de tous. Défendu par Erin Bruner, une célèbre avocate qui ne croit pas au surnaturel, Moore n'a plus l'ambition d'être innocenté, il veut simplement que tout le monde sache ce qui est réellement arrivé à Emily…"
